congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
115|4441|hr|Energy|NITA|LOWEY|NY|D
115|4440|hr|Energy|NITA|LOWEY|NY|D
115|4430|hr|Government Operations and Politics|Gus|Bilirakis|FL|R
115|4418|hr|Health|Suzanne|Bonamici|OR|D
115|4411|hr|International Affairs|Sean|Maloney|NY|D
115|4390|hr|Health|Greg|Gianforte|MT|R
115|4381|hr|Energy|Stephen|Lynch|MA|D
115|4449|hr|Government Operations and Politics|Michael|Turner|OH|R
115|4445|hr|Transportation and Public Works|RICHARD|NOLAN|MN|D
115|4438|hr|Emergency Management|Garret|Graves|LA|R
115|4421|hr|Transportation and Public Works|Mark|DeSaulnier|CA|D
115|4452|hr|Finance and Financial Sector|Robert|Pittenger|NC|R
115|4450|hr|Armed Forces and National Security|Marc|Veasey|TX|D
115|4216|hr|Agriculture and Food|Gregorio|Sablan|MP|D
115|4213|hr|Agriculture and Food|Roger|Marshall|KS|R
115|4212|hr|Agriculture and Food|Roger|Marshall|KS|R
115|4211|hr|Agriculture and Food|Roger|Marshall|KS|R
115|4208|hr|Public Lands and Natural Resources|MIKE|THOMPSON|CA|D
115|4202|hr|Animals|Peter|Roskam|IL|R
115|4148|hr|Commerce|MIKE|THOMPSON|CA|D
115|3890|hr|Agriculture and Food|David|Valadao|CA|R
115|4016|hr|Armed Forces and National Security|Ruben|Gallego|AZ|D
115|4041|hr|Armed Forces and National Security|Jackie|Speier|CA|D
115|4046|hr|Armed Forces and National Security|Cheri|Bustos|IL|D
115|4076|hr|Social Welfare|Donald|Norcross|NJ|D
115|4112|hr|Armed Forces and National Security|Mark|Pocan|WI|D
115|2907|hr|Energy|Scott|Tipton|CO|R
115|4444|hr|Labor and Employment|RICHARD|NEAL|MA|D
115|4424|hr|Taxation|Rod|Blum|IA|R
115|4428|hr|Congress|Ruben|Gallego|AZ|D
115|4439|hr|Finance and Financial Sector|Trey|Hollingsworth|IN|R
115|4425|hr|Agriculture and Food|EARL|BLUMENAUER|OR|D
115|4432|hr|Housing and Community Development|Matt|Cartwright|PA|D
115|4416|hr|Education|Lisa|Blunt Rochester|DE|D
115|4435|hr|Education|John|Faso|NY|R
115|2712|hr|International Affairs|Brian|Mast|FL|R
115|1415|hr|Health|CHRISTOPHER|SMITH|NJ|R
115|4214|hr|Energy|Tom|McClintock|CA|R
115|659|hr|Commerce|Blake|Farenthold|TX|R
115|4179|hr|Public Lands and Natural Resources|Madeleine|Bordallo|GU|D
115|2320|hr|Native Americans|RICK|LARSEN|WA|D
115|212|hr|Native Americans|DON|YOUNG|AK|R
115|170|hr|Immigration|DARRELL|ISSA|CA|R
115|2874|hr|Finance and Financial Sector|Sean|Duffy|WI|R
115|4397|hr|Taxation|Mimi|Walters|CA|R
115|4396|hr|Congress|Jackie|Speier|CA|D
115|4414|hr|Education|Francis|Rooney|FL|R
115|4402|hr|Education|Judy|Chu|CA|D
115|4399|hr|Education|Brendan|Boyle|PA|D
115|4410|hr|Education|Sean|Maloney|NY|D
115|4409|hr|Water Resources Development|Al|Lawson|FL|D
115|4415|hr|International Affairs|ADAM|SMITH|WA|D
115|3973|hr|Finance and Financial Sector|Warren|Davidson|OH|R
115|3071|hr|Government Operations and Politics|Earl|Carter|GA|R
115|3739|hr|Government Operations and Politics|Jody|Hice|GA|R
115|4252|hr|Energy|MICHAEL|SIMPSON|ID|R
115|4246|hr|Energy|Nanette|Barragan|CA|D
115|4142|hr|Crime and Law Enforcement|MIKE|THOMPSON|CA|D
115|4130|hr|Law|Beto|O'Rourke|TX|D
115|4124|hr|Armed Forces and National Security|ZOE|LOFGREN|CA|D
115|4393|hr|Congress|CHRISTOPHER|SMITH|NJ|R
115|4389|hr|Housing and Community Development|Sean|Duffy|WI|R
115|4387|hr|Education|Sean|Duffy|WI|R
115|4386|hr|Education|Sean|Duffy|WI|R
115|4391|hr|International Affairs|BETTY|MCCOLLUM|MN|D
115|4383|hr|Taxation|Andy|Biggs|AZ|R
115|2201|hr|Finance and Financial Sector|Tom|Emmer|MN|R
115|4379|hr|Education|Cheri|Bustos|IL|D
115|4373|hr|Finance and Financial Sector|ED|ROYCE|CA|R
115|4372|hr|Education|A.|Ferguson|GA|R
115|4356|hr|Transportation and Public Works|JOHN|LEWIS|GA|D
115|4355|hr|Transportation and Public Works|JOHN|LEWIS|GA|D
115|4319|hr|Commerce|Brian|Fitzpatrick|PA|R
115|4259|hr|Health|Sean|Maloney|NY|D
115|4256|hr|Health|Brett|Guthrie|KY|R
115|4249|hr|Health|Stephanie|Murphy|FL|D
115|4236|hr|Health|Brian|Fitzpatrick|PA|R
115|4370|hr|Energy|Ted|Yoho|FL|R
115|4364|hr|Environmental Protection|F.|SENSENBRENNER|WI|R
115|4353|hr|Health|JOHN|LEWIS|GA|D
115|4337|hr|Foreign Trade and International Finance|ED|ROYCE|CA|R
115|4333|hr|Government Operations and Politics|John|Faso|NY|R
115|4317|hr|Energy|DON|YOUNG|AK|R
115|4297|hr|Health|Larry|Bucshon|IN|R
115|4287|hr|Science, Technology, Communications|Ben|Lujan|NM|D
115|4283|hr|Commerce|Ann|Kuster|NH|D
115|4273|hr|Health|DIANA|DEGETTE|CO|D
115|4346|hr|Armed Forces and National Security|Bill|Foster|IL|D
115|4321|hr|Armed Forces and National Security|NYDIA|VELAZQUEZ|NY|D
115|4328|hr|Armed Forces and National Security|Tulsi|Gabbard|HI|D
115|4338|hr|Armed Forces and National Security|Claudia|Tenney|NY|R
115|4360|hr|Armed Forces and National Security|Ben|Lujan|NM|D
115|4362|hr|Armed Forces and National Security|Tom|O'Halleran|AZ|D
115|4369|hr|Armed Forces and National Security|MAXINE|WATERS|CA|D
115|4366|hr|Armed Forces and National Security|Norma|Torres|CA|D
115|4320|hr|Armed Forces and National Security|NYDIA|VELAZQUEZ|NY|D
115|3705|hr|Armed Forces and National Security|Chellie|Pingree|ME|D
115|4173|hr|Armed Forces and National Security|Jim|Banks|IN|R
115|3043|hr|Energy|Cathy|McMorris Rodgers|WA|R
115|4336|hr|Education|Jason|Lewis|MN|R
115|4359|hr|Native Americans|Ben|Lujan|NM|D
115|4327|hr|Labor and Employment|Francis|Rooney|FL|R
115|4352|hr|Education|JOHN|LEWIS|GA|D
115|4357|hr|Armed Forces and National Security|JOHN|LEWIS|GA|D
115|4351|hr|Education|JOHN|LEWIS|GA|D
115|4350|hr|Labor and Employment|JOHN|LEWIS|GA|D
115|4349|hr|Education|JOHN|LEWIS|GA|D
115|4358|hr|Taxation|JOHN|LEWIS|GA|D
115|4348|hr|Armed Forces and National Security|Raja|Krishnamoorthi|IL|D
115|4341|hr|Government Operations and Politics|Matt|Cartwright|PA|D
115|4322|hr|Housing and Community Development|Salud|Carbajal|CA|D
115|4325|hr|Armed Forces and National Security|Brian|Higgins|NY|D
115|4367|hr|Commerce|NYDIA|VELAZQUEZ|NY|D
115|4368|hr|Commerce|NYDIA|VELAZQUEZ|NY|D
115|4361|hr|Economics and Public Finance|Luke|Messer|IN|R
115|3244|hr|Government Operations and Politics|Mark|Meadows|NC|R
115|3989|hr|Armed Forces and National Security|ROBERT|GOODLATTE|VA|R
115|3911|hr|Finance and Financial Sector|Ann|Wagner|MO|R
115|3634|hr|Armed Forces and National Security|James|Himes|CT|D
115|2601|hr|Armed Forces and National Security|Neal|Dunn|FL|R
115|2148|hr|Finance and Financial Sector|Robert|Pittenger|NC|R
115|2123|hr|Armed Forces and National Security|Glenn|Thompson|PA|R
115|1133|hr|Armed Forces and National Security|John|Carter|TX|R
115|918|hr|Armed Forces and National Security|Mike|Coffman|CO|R
115|3897|hr|Armed Forces and National Security|Don|Bacon|NE|R
115|3441|hr|Labor and Employment|Bradley|Byrne|AL|R
115|4313|hr|Finance and Financial Sector|Linda|Sánchez|CA|D
115|4307|hr|Education|PETER|KING|NY|R
115|4304|hr|Labor and Employment|Mark|DeSaulnier|CA|D
115|4316|hr|Agriculture and Food|Timothy|Walz|MN|D
115|4277|hr|Emergency Management|LUIS|GUTIERREZ|IL|D
115|4315|hr|Housing and Community Development|Juan|Vargas|CA|D
115|4314|hr|Congress|Claudia|Tenney|NY|R
115|4268|hr|Crime and Law Enforcement|SHEILA|JACKSON LEE|TX|D
115|4286|hr|Armed Forces and National Security|David|Loebsack|IA|D
115|3657|hr|Armed Forces and National Security|Bruce|Poliquin|ME|R
115|1066|hr|Armed Forces and National Security|Derek|Kilmer|WA|D
115|4269|hr|Taxation|Terri|Sewell|AL|D
115|4274|hr|Education|Ron|DeSantis|FL|R
115|4265|hr|Agriculture and Food|Virginia|Foxx|NC|R
115|4288|hr|International Affairs|Michael|McCaul|TX|R
115|4272|hr|Education|David|Cicilline|RI|D
115|3922|hr|Health|GREG|WALDEN|OR|R
115|849|hr|Health|David|Roe|TN|R
115|4262|hr|Armed Forces and National Security|Mark|Walker|NC|R
115|4255|hr|Taxation|GREGORY|MEEKS|NY|D
115|4241|hr|Transportation and Public Works|Elizabeth|Esty|CT|D
115|4101|hr|Agriculture and Food|Glenn|Thompson|PA|R
115|4235|hr|Finance and Financial Sector|CHRISTOPHER|SMITH|NJ|R
115|4229|hr|Health|Cathy|McMorris Rodgers|WA|R
115|4228|hr|Energy|David|McKinley|WV|R
115|4226|hr|Health|RON|KIND|WI|D
115|4225|hr|Health|Richard|Hudson|NC|R
115|4220|hr|Commerce|H.|Griffith|VA|R
115|4206|hr|Health|Larry|Bucshon|IN|R
115|4200|hr|Health|KEVIN|BRADY|TX|R
115|4196|hr|Commerce|FRANK|PALLONE|NJ|D
115|4191|hr|Health|Billy|Long|MO|R
115|4190|hr|Health|Ann|Kuster|NH|D
115|4172|hr|Taxation|RICHARD|NEAL|MA|D
115|4163|hr|Commerce|Ted|Lieu|CA|D
115|4250|hr|Government Operations and Politics|Tom|Reed|NY|R
115|4238|hr|International Affairs|Ted|Poe|TX|R
115|4237|hr|International Affairs|Louie|Gohmert|TX|R
115|4244|hr|Government Operations and Politics|Steve|Cohen|TN|D
115|2989|hr|Civil Rights and Liberties, Minority Issues|ELEANOR|NORTON|DC|D
115|1616|hr|Crime and Law Enforcement|John|Ratcliffe|TX|R
115|1329|hr|Armed Forces and National Security|Mike|Bost|IL|R
115|2936|hr|Public Lands and Natural Resources|Bruce|Westerman|AR|R
115|1176|hr|Public Lands and Natural Resources|Chellie|Pingree|ME|D
115|425|hr|International Affairs|Ted|Poe|TX|R
115|3903|hr|Finance and Financial Sector|Ted|Budd|NC|R
115|1585|hr|Finance and Financial Sector|David|Schweikert|AZ|R
115|4223|hr|International Affairs|ELIOT|ENGEL|NY|D
115|4222|hr|Social Welfare|Suzanne|Bonamici|OR|D
115|4233|hr|Taxation|James|Renacci|OH|R
115|4234|hr|Education|James|Renacci|OH|R
115|4051|hr|Transportation and Public Works|Adriano|Espaillat|NY|D
115|4095|hr|Crime and Law Enforcement|Stephen|Lynch|MA|D
115|4090|hr|Crime and Law Enforcement|Evan|Jenkins|WV|R
115|4084|hr|Crime and Law Enforcement|Ann|Kuster|NH|D
115|4081|hr|Crime and Law Enforcement|David|Cicilline|RI|D
115|4080|hr|Crime and Law Enforcement|William|Keating|MA|D
115|4079|hr|Crime and Law Enforcement|Brian|Fitzpatrick|PA|R
115|4075|hr|Crime and Law Enforcement|Donald|Norcross|NJ|D
115|4073|hr|Crime and Law Enforcement|Gerald|Connolly|VA|D
115|4065|hr|Crime and Law Enforcement|NYDIA|VELAZQUEZ|NY|D
115|4064|hr|Crime and Law Enforcement|Darren|Soto|FL|D
115|4057|hr|Crime and Law Enforcement|PETER|KING|NY|R
115|4036|hr|Crime and Law Enforcement|Tom|Graves|GA|R
115|3387|hr|Environmental Protection|Gregg|Harper|MS|R
115|2521|hr|Agriculture and Food|Joe|Wilson|SC|R
115|2921|hr|Public Lands and Natural Resources|Kevin|Cramer|ND|R
115|2941|hr|Public Lands and Natural Resources|Ralph|Abraham|LA|R
115|3567|hr|Public Lands and Natural Resources|KEN|CALVERT|CA|R
115|4217|hr|Taxation|David|Schweikert|AZ|R
115|4205|hr|Finance and Financial Sector|Keith|Rothfus|PA|R
115|4215|hr|Health|Erik|Paulsen|MN|R
115|4210|hr|Agriculture and Food|Roger|Marshall|KS|R
115|4204|hr|Taxation|Kenny|Marchant|TX|R
115|4201|hr|Agriculture and Food|Sean|Maloney|NY|D
115|4193|hr|Water Resources Development|Gwen|Moore|WI|D
115|4178|hr|Health|Jodey|Arrington|TX|R
115|1224|hr|Science, Technology, Communications|Ralph|Abraham|LA|R
115|4198|hr|Crime and Law Enforcement|LUCILLE|ROYBAL-ALLARD|CA|D
115|4189|hr|Taxation|Mike|Kelly|PA|R
115|4175|hr|Taxation|Jason|Smith|MO|R
115|4197|hr|Crime and Law Enforcement|Bill|Posey|FL|R
115|4185|hr|Taxation|Suzan|DelBene|WA|D
115|4195|hr|Congress|ELEANOR|NORTON|DC|D
115|4194|hr|Armed Forces and National Security|ELEANOR|NORTON|DC|D
115|4168|hr|Taxation|Brian|Fitzpatrick|PA|R
115|4181|hr|Education|Steve|Cohen|TN|D
115|1698|hr|International Affairs|ED|ROYCE|CA|R
115|4143|hr|Health|Jason|Smith|MO|R
115|4138|hr|Health|ELIJAH|CUMMINGS|MD|D
115|4136|hr|Health|Jason|Smith|MO|R
115|4133|hr|Health|PETE|SESSIONS|TX|R
115|4129|hr|Health|Ben|Lujan|NM|D
115|4128|hr|Health|Michelle|Lujan Grisham|NM|D
115|4122|hr|Health|ROSA|DELAURO|CT|D
115|4117|hr|Health|LLOYD|DOGGETT|TX|D
115|4116|hr|Health|LLOYD|DOGGETT|TX|D
115|4114|hr|Environmental Protection|Raul|Ruiz|CA|D
115|4109|hr|Science, Technology, Communications|Brett|Guthrie|KY|R
115|4098|hr|Science, Technology, Communications|Bradley|Schneider|IL|D
115|4097|hr|Health|RICHARD|NEAL|MA|D
115|4094|hr|Health|Brian|Higgins|NY|D
115|4126|hr|Energy|Alan|Lowenthal|CA|D
115|4167|hr|Social Welfare|Jackie|Walorski|IN|R
115|4166|hr|Taxation|Adrian|Smith|NE|R
115|4165|hr|Taxation|Tom|Rice|SC|R
115|4162|hr|Education|Glenn|Grothman|WI|R
115|4161|hr|Taxation|Josh|Gottheimer|NJ|D
115|4147|hr|Transportation and Public Works|JERROLD|NADLER|NY|D
115|4144|hr|Transportation and Public Works|GRACE|NAPOLITANO|CA|D
115|2266|hr|Economics and Public Finance|JOHN|CONYERS|MI|D
115|3329|hr|International Affairs|ED|ROYCE|CA|R
115|469|hr|Government Operations and Politics|Doug|Collins|GA|R
115|4058|hr|Agriculture and Food|Roger|Marshall|KS|R
115|4034|hr|Public Lands and Natural Resources|Gregg|Harper|MS|R
115|4020|hr|Agriculture and Food|Michelle|Lujan Grisham|NM|D
115|3939|hr|Agriculture and Food|Kristi|Noem|SD|R
115|3875|hr|Agriculture and Food|Al|Lawson|FL|D
115|4074|hr|Social Welfare|BARBARA|LEE|CA|D
115|4149|hr|Armed Forces and National Security|Brad|Wenstrup|OH|R
115|4146|hr|Armed Forces and National Security|Stevan|Pearce|NM|R
115|4155|hr|Congress|Brenda|Lawrence|MI|D
115|4156|hr|Labor and Employment|Jackie|Speier|CA|D
115|4160|hr|Housing and Community Development|MAXINE|WATERS|CA|D
115|4159|hr|Housing and Community Development|MAXINE|WATERS|CA|D
115|4154|hr|Finance and Financial Sector|Daniel|Donovan|NY|R
115|4158|hr|Labor and Employment|Tim|Walberg|MI|R
115|4139|hr|Taxation|Mark|Pocan|WI|D
115|4140|hr|International Affairs|JOHN|CONYERS|MI|D
115|3898|hr|Finance and Financial Sector|Andy|Barr|KY|R
115|215|hr|Native Americans|DON|YOUNG|AK|R
115|3965|hr|Armed Forces and National Security|John|Rutherford|FL|R
115|3018|hr|Armed Forces and National Security|Martha|McSally|AZ|R
115|815|hr|Armed Forces and National Security|Lee|Zeldin|NY|R
115|4103|hr|Energy|Alan|Lowenthal|CA|D
115|3972|hr|Finance and Financial Sector|CAROLYN|MALONEY|NY|D
115|3101|hr|Transportation and Public Works|Norma|Torres|CA|D
115|732|hr|Law|ROBERT|GOODLATTE|VA|R
115|4115|hr|Labor and Employment|Suzanne|Bonamici|OR|D
115|4121|hr|International Affairs|Joaquin|Castro|TX|D
115|4123|hr|International Affairs|Josh|Gottheimer|NJ|D
115|4125|hr|Education|Mia|Love|UT|R
115|4135|hr|Taxation|Jason|Smith|MO|R
115|4132|hr|Armed Forces and National Security|John|Rutherford|FL|R
115|4131|hr|Taxation|Robert|Pittenger|NC|R
115|4137|hr|Taxation|Elise|Stefanik|NY|R
115|4118|hr|Taxation|Ted|Poe|TX|R
115|4119|hr|Education|Luke|Messer|IN|R
115|4127|hr|Taxation|Blaine|Luetkemeyer|MO|R
115|4102|hr|Transportation and Public Works|LLOYD|DOGGETT|TX|D
115|4092|hr|Immigration|ROBERT|GOODLATTE|VA|R
115|3711|hr|Immigration|LAMAR|SMITH|TX|R
115|3551|hr|Foreign Trade and International Finance|Martha|McSally|AZ|R
115|4106|hr|Armed Forces and National Security|Carol|Shea-Porter|NH|D
115|4091|hr|Public Lands and Natural Resources|Neal|Dunn|FL|R
115|4086|hr|Public Lands and Natural Resources|ADAM|SCHIFF|CA|D
115|4010|hr|Law|DARRELL|ISSA|CA|R
115|4038|hr|Government Operations and Politics|Michael|McCaul|TX|R
115|3328|hr|Transportation and Public Works|John|Katko|NY|R
115|4105|hr|Health|Brenda|Lawrence|MI|D
115|4104|hr|Health|Gregg|Harper|MS|R
115|4108|hr|Education|Daniel|Donovan|NY|R
115|4110|hr|Taxation|SANDER|LEVIN|MI|D
115|4113|hr|Armed Forces and National Security|Bruce|Poliquin|ME|R
115|4099|hr|Armed Forces and National Security|Mike|Coffman|CO|R
115|4107|hr|Armed Forces and National Security|Mike|Bishop|MI|R
115|3824|hr|Water Resources Development|Ted|Poe|TX|R
115|3982|hr|Taxation|Luke|Messer|IN|R
115|3921|hr|Health|Michael|Burgess|TX|R
115|4093|hr|Education|Anthony|Brown|MD|D
115|4082|hr|Health|DIANA|DEGETTE|CO|D
115|3943|hr|Immigration|Beto|O'Rourke|TX|D
115|4087|hr|Transportation and Public Works|ADAM|SMITH|WA|D
115|4052|hr|Crime and Law Enforcement|Elizabeth|Esty|CT|D
115|4025|hr|Crime and Law Enforcement|Norma|Torres|CA|D
115|4024|hr|Government Operations and Politics|Jackie|Speier|CA|D
115|4019|hr|Crime and Law Enforcement|Ted|Lieu|CA|D
115|4018|hr|Crime and Law Enforcement|Raja|Krishnamoorthi|IL|D
115|4014|hr|Government Operations and Politics|David|Cicilline|RI|D
115|4003|hr|Government Operations and Politics|Bill|Posey|FL|R
115|4002|hr|Government Operations and Politics|Bill|Posey|FL|R
115|3999|hr|Crime and Law Enforcement|Carlos|Curbelo|FL|R
115|3998|hr|Crime and Law Enforcement|Lee|Zeldin|NY|R
115|3987|hr|Crime and Law Enforcement|NYDIA|VELAZQUEZ|NY|D
115|4089|hr|Taxation|Ann|Wagner|MO|R
115|4088|hr|Taxation|MIKE|THOMPSON|CA|D
115|4085|hr|Taxation|C. A.|Ruppersberger|MD|D
115|4078|hr|Education|Duncan|Hunter|CA|R
115|4077|hr|Government Operations and Politics|Derek|Kilmer|WA|D
115|4083|hr|Labor and Employment|ROSA|DELAURO|CT|D
115|1731|hr|Environmental Protection|HAROLD|ROGERS|KY|R
115|1117|hr|Emergency Management|Vicky|Hartzler|MO|R
115|4062|hr|Public Lands and Natural Resources|C. A.|Ruppersberger|MD|D
115|4072|hr|Public Lands and Natural Resources|Salud|Carbajal|CA|D
115|4066|hr|Arts, Culture, Religion|Tim|Walberg|MI|R
115|3855|hr|Armed Forces and National Security|Jacklyn|Rosen|NV|D
115|3853|hr|International Affairs|ELEANOR|NORTON|DC|D
115|3781|hr|Armed Forces and National Security|Salud|Carbajal|CA|D
115|3712|hr|Armed Forces and National Security|Derek|Kilmer|WA|D
115|3660|hr|Armed Forces and National Security|Adriano|Espaillat|NY|D
115|3658|hr|Armed Forces and National Security|Yvette|Clarke|NY|D
115|3614|hr|Government Operations and Politics|Bruce|Poliquin|ME|R
115|3510|hr|Armed Forces and National Security|Kurt|Schrader|OR|D
115|4026|hr|Native Americans|Juan|Vargas|CA|D
115|378|hr|Government Operations and Politics|Charles|Fleischmann|TN|R
115|2105|hr|Science, Technology, Communications|Daniel|Webster|FL|R
115|2763|hr|Commerce|Stephen|Knight|CA|R
115|3993|hr|Immigration|Aumua Amata|Radewagen|AS|R
115|3991|hr|Crime and Law Enforcement|Michelle|Lujan Grisham|NM|D
115|3986|hr|Crime and Law Enforcement|NYDIA|VELAZQUEZ|NY|D
115|3984|hr|Law|ADAM|SCHIFF|CA|D
115|3981|hr|Environmental Protection|A.|McEachin|VA|D
115|3980|hr|Crime and Law Enforcement|Raja|Krishnamoorthi|IL|D
115|3969|hr|Finance and Financial Sector|TIM|RYAN|OH|D
115|3964|hr|Crime and Law Enforcement|David|Roe|TN|R
115|3950|hr|Law|Mia|Love|UT|R
115|3942|hr|Housing and Community Development|Vicky|Hartzler|MO|R
115|1769|hr|Water Resources Development|David|Valadao|CA|R
115|1096|hr|Government Operations and Politics|Chris|Stewart|UT|R
115|4070|hr|Law|ROBERT|GOODLATTE|VA|R
115|4071|hr|Commerce|Lisa|Blunt Rochester|DE|D
115|3923|hr|Immigration|ADAM|SMITH|WA|D
115|3918|hr|Crime and Law Enforcement|Joe|Courtney|CT|D
115|3899|hr|Law|George|Holding|NC|R
115|3887|hr|Government Operations and Politics|Jason|Smith|MO|R
115|3885|hr|Crime and Law Enforcement|Bradley|Schneider|IL|D
115|3883|hr|Crime and Law Enforcement|Tom|Reed|NY|R
115|3863|hr|Housing and Community Development|Vicky|Hartzler|MO|R
115|4063|hr|Energy|Darren|Soto|FL|D
115|4054|hr|Health|Brett|Guthrie|KY|R
115|4011|hr|Transportation and Public Works|FRED|UPTON|MI|R
115|4006|hr|Health|Linda|Sánchez|CA|D
115|4004|hr|Government Operations and Politics|Bill|Posey|FL|R
115|3995|hr|Science, Technology, Communications|Jerry|McNerney|CA|D
115|3992|hr|Health|Kristi|Noem|SD|R
115|4056|hr|Emergency Management|RON|KIND|WI|D
115|4040|hr|Transportation and Public Works|Steve|Cohen|TN|D
115|3983|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
115|4037|hr|Armed Forces and National Security|Vicky|Hartzler|MO|R
115|3561|hr|Armed Forces and National Security|Jodey|Arrington|TX|R
115|2773|hr|Armed Forces and National Security|Mike|Coffman|CO|R
115|4055|hr|Armed Forces and National Security|Daniel|Kildee|MI|D
115|4068|hr|Foreign Trade and International Finance|Jackie|Walorski|IN|R
115|4067|hr|Foreign Trade and International Finance|Jackie|Walorski|IN|R
115|4060|hr|Taxation|WILLIAM|PASCRELL|NJ|D
115|4039|hr|Government Operations and Politics|Matt|Cartwright|PA|D
115|4044|hr|Finance and Financial Sector|Steve|Scalise|LA|R
115|4053|hr|Finance and Financial Sector|Jeff|Fortenberry|NE|R
115|4030|hr|Education|Jackie|Speier|CA|D
115|4047|hr|Government Operations and Politics|Cheri|Bustos|IL|D
115|4031|hr|Armed Forces and National Security|Stevan|Pearce|NM|R
115|4059|hr|Armed Forces and National Security|Cathy|McMorris Rodgers|WA|R
115|4048|hr|Education|Andre|Carson|IN|D
115|4029|hr|Education|Jackie|Speier|CA|D
115|4028|hr|Finance and Financial Sector|Patrick|McHenry|NC|R
115|4049|hr|Education|Judy|Chu|CA|D
115|4045|hr|Taxation|Andy|Barr|KY|R
115|4021|hr|Transportation and Public Works|Scott|Perry|PA|R
115|3373|hr|Public Lands and Natural Resources|ELEANOR|NORTON|DC|D
115|3804|hr|Emergency Management|EARL|BLUMENAUER|OR|D
115|4022|hr|International Affairs|David|Reichert|WA|R
115|4017|hr|International Affairs|Josh|Gottheimer|NJ|D
115|4008|hr|Economics and Public Finance|RODNEY|FRELINGHUYSEN|NJ|R
115|4007|hr|Foreign Trade and International Finance|Charles|Dent|PA|R
115|4012|hr|International Affairs|Bradley|Schneider|IL|D
115|4027|hr|International Affairs|Ann|Wagner|MO|R
115|4023|hr|Education|TIM|RYAN|OH|D
115|4013|hr|Government Operations and Politics|CAROLYN|MALONEY|NY|D
115|3988|hr|Taxation|Mark|Walker|NC|R
115|4000|hr|Taxation|Barbara|Comstock|VA|R
115|4001|hr|Education|John|Garamendi|CA|D
115|2519|hr|Finance and Financial Sector|Timothy|Walz|MN|D
115|3919|hr|Health|Diane|Black|TN|R
115|3914|hr|Public Lands and Natural Resources|Ron|Estes|KS|R
115|3913|hr|Labor and Employment|David|McKinley|WV|R
115|3977|hr|Transportation and Public Works|John|Faso|NY|R
115|3966|hr|Transportation and Public Works|Gary|Palmer|AL|R
115|3985|hr|Health|David|Trott|MI|R
115|3976|hr|Health|Kevin|Cramer|ND|R
115|3975|hr|Commerce|J.|Correa|CA|D
115|3970|hr|Energy|Bradley|Schneider|IL|D
115|3967|hr|Environmental Protection|Matt|Cartwright|PA|D
115|3959|hr|Environmental Protection|David|Schweikert|AZ|R
115|3935|hr|Health|JOHN|SHIMKUS|IL|R
115|3932|hr|Health|Leonard|Lance|NJ|R
115|3931|hr|Health|Leonard|Lance|NJ|R
115|3929|hr|Energy|Joe|Courtney|CT|D
115|3928|hr|Health|Larry|Bucshon|IN|R
115|3927|hr|Health|Gus|Bilirakis|FL|R
115|3926|hr|Health|Gus|Bilirakis|FL|R
115|3924|hr|Health|Susan|Brooks|IN|R
115|3920|hr|Health|Jackie|Walorski|IN|R
115|3917|hr|Health|Markwayne|Mullin|OK|R
115|3904|hr|Commerce|Debbie|Dingell|MI|D
115|3900|hr|Health|Bill|Flores|TX|R
115|3896|hr|Commerce|JANICE|SCHAKOWSKY|IL|D
115|1293|hr|Government Operations and Politics|Dennis|Ross|FL|R
115|3951|hr|Transportation and Public Works|Donald|Payne|NJ|D
115|3938|hr|Transportation and Public Works|Stephen|Lynch|MA|D
115|3841|hr|Agriculture and Food|Mike|Rogers|AL|R
115|3815|hr|Agriculture and Food|Al|Lawson|FL|D
115|3809|hr|Agriculture and Food|EARL|BLUMENAUER|OR|D
115|3792|hr|Animals|Dina|Titus|NV|D
115|3749|hr|Agriculture and Food|Al|Lawson|FL|D
115|3974|hr|Government Operations and Politics|Pete|Aguilar|CA|D
115|3963|hr|Armed Forces and National Security|Suzan|DelBene|WA|D
115|3968|hr|Commerce|Bradley|Schneider|IL|D
115|2402|hr|Public Lands and Natural Resources|Ben|Lujan|NM|D
115|3930|hr|Commerce|SHEILA|JACKSON LEE|TX|D
115|3947|hr|Crime and Law Enforcement|David|Cicilline|RI|D
115|3944|hr|Crime and Law Enforcement|Steve|Cohen|TN|D
115|2408|hr|International Affairs|STEVE|CHABOT|OH|R
115|1624|hr|Finance and Financial Sector|Luke|Messer|IN|R
115|36|hr|Crime and Law Enforcement|Trent|Franks|AZ|R
115|3954|hr|Government Operations and Politics|DAVID|PRICE|NC|D
115|3955|hr|Government Operations and Politics|DAVID|PRICE|NC|D
115|3953|hr|Government Operations and Politics|DAVID|PRICE|NC|D
115|3952|hr|Government Operations and Politics|DAVID|PRICE|NC|D
115|3957|hr|Education|Francis|Rooney|FL|R
115|3956|hr|Taxation|James|Renacci|OH|R
115|3941|hr|Agriculture and Food|Chellie|Pingree|ME|D
115|3937|hr|Finance and Financial Sector|MAXINE|WATERS|CA|D
115|3845|hr|Crime and Law Enforcement|Tony|Cárdenas|CA|D
115|3844|hr|Crime and Law Enforcement|Bonnie|Watson Coleman|NJ|D
115|3843|hr|Crime and Law Enforcement|Thomas|Suozzi|NY|D
115|289|hr|Public Lands and Natural Resources|Doug|LaMalfa|CA|R
