congress|bill_number|bill_type|text|economic|socio_cultural
115|309|hr|   National Clinical Care Commission Act    This bill amends the Public Health Service Act to establish within the Department of Health and Human Services (HHS) a National Clinical Care Commission to evaluate and recommend solutions regarding better coordination and leveraging of federal programs that relate to supporting clinical care for individuals with complex metabolic or autoimmune disease, diabetes, or complications caused by such diseases.    The duties of the commission include:     evaluating HHS programs regarding the utilization of preventive health benefits,   identifying current activities and gaps in federal efforts to support clinicians in providing integrated care,   making recommendations regarding the development and coordination of federally funded clinical practice support tools,   recommending clinical pathways for new technologies and treatments,   evaluating and expanding education and awareness activities provided to health care professionals, and   reviewing and recommending methods for outreach and dissemination of educational resources.     The commission must submit an operating plan to HHS and Congress within 90 days of its first meeting. The commission is terminated after it submits a final report, but not later than the end of FY2021. |Non-Economic|Socio-Cultural
111|4908|hr|  Campus Fire Safety Education Act of 2010 - Directs the Secretary of Education to establish a program to award grants, on a competitive basis, to institutions of higher education or consortiums of such institutions for: (1) initiating, expanding, or improving fire safety education programs; and (2) increasing fire safety awareness among enrolled students.    Directs the Secretary to give priority to institutions that plan to use funds to initiate, expand, or improve fire safety education programs that include educational material specifically prepared for students with physical, sensory, or cognitive disabilities. Sets forth provisions regarding grant periods, limits on awards, and matching and other requirements.   Requires an institution to use grant funds to initiate, expand, or improve a fire safety education program that: (1) reaches all enrolled students; (2) ensures maximum exposure to and increased awareness of, and that effectuates change in behavior regarding, fire safety by students through conducting outreach to students a minimum of twice per academic year and through measures that provide fire safety information to any student upon request; (3) includes minimum instruction regarding fire behavior, fire injury and death, ignition scenarios, fire safety systems and equipment, and the importance of means of egress; and (4) includes a mechanism for carrying out evaluations of program effectiveness.    Requires the Secretary to publish a report of best practices for initiating, expanding, or improving fire safety education programs. |Economic|Socio-Cultural
115|4811|hr|   Securing Our Schools Act of 2018    This bill establishes a pilot program under which the Department of Justice may award one-year grants to local education agencies for the purpose of purchasing and installing devices that allow for the immediate notification of appropriate officials in case of emergency.  |Economic|Socio-Cultural
115|3264|s|   Knife Owners' Protection Act of 2018    This bill permits an individual to transport a knife between two places (i.e., states) where knife possession, carry, or transport is legal. A knife must be securely stored during transport, unless it is an emergency knife designed to cut seat belts.   It repeals provisions, commonly known as the Federal Switchblade Act, that prohibit: (1) the introduction into commerce, or transport or distribution in commerce, of switchblade knives; and (2) the possession, manufacture, sale, or importation of ballistic knives.   Finally, it amends the federal criminal code to eliminate two provisions one that restricts the mailability of switchblade knives and one that restricts the mailability of ballistic knives. |Non-Economic|Socio-Cultural
111|3972|hr|  Congress 2014 Commission Act - Establishes the Congress 2014 Commission to make recommendations on the appropriate size of membership of the House of Representatives and the method by which Members are elected, including: (1) examining methods of providing greater representation in the House for the people of the District of Columbia, the Commonwealth of Puerto Rico, American Samoa, Guam, the Northern Mariana Islands, and the U.S.Virgin Islands; and (2) reporting to the President and Congress on its work, together with a draft of legislation (including technical and conforming provisions) to implement its proposals.  |Non-Economic|Socio-Cultural
115|3798|s|   Shut Down Child Prison Camps Act    The bill prohibits the Department of Health and Human Services from operating unlicensed temporary emergency shelters for unaccompanied alien children, including the existing shelters in Tornillo, Texas and Homestead, Florida.      |Non-Economic|Socio-Cultural
115|3018|hr|   Veterans' Entry to Apprenticeship Act    This bill requires the Department of Veterans Affairs to treat a pre-apprenticeship program as a program of apprenticeship, for purposes of providing educational assistance: (1) if such pre-apprenticeship program is recognized under or compliant with relevant state standards for a postsecondary pre-apprenticeship program, or (2) in the case of a program for which a state does not require any such standards, if the curriculum of the pre-apprenticeship program is approved by a sponsor who certifies that the program will prepare an individual with skills and competencies needed to enroll in a registered apprenticeship program and the pre-apprenticeship program maintains conduct and attendance policies in accordance with such sponsor.   A covered individual enrolled in a pre-apprenticeship program must receive the same amount and kind of educational assistance the individual would receive if the individual were enrolled in a program of apprenticeship, with an exception of specified housing assistance if the individual is not paid as part of such pre-apprenticeship program.  |Economic|Socio-Cultural
111|4604|hr|  Asian Carp Action Plan Act of 2010 - Requires the Secretary of the Army to coordinate and lead federal actions with respect to preventing the spread of Asian carp in the Great Lakes and its tributaries.   Authorizes the Secretary to implement projects to prevent the spread of Asian carp in the Great Lakes and its tributaries, including: (1) installing electric, acoustic, air bubble, and other barriers; (2) applying pesticides; and (3) improving locks.    Requires the Secretary to implement measures recommended in the dispersal barrier efficacy study, or provided in interim reports, authorized under the Water Resources Development Act of 2007 to prevent aquatic nuisance species from bypassing the Chicago Sanitary and Ship Canal Dispersal Barrier Project and dispersing into the Great Lakes.   Authorizes the Secretary to take actions at the Brandon Road Lock and Dam in Illinois to prevent the spread of Asian carp.    Requires the Secretary to study and report to Congress on strategies to prevent the spread of Asian carp with respect to the Great Lakes and its tributaries. |Non-Economic|Socio-Cultural
115|3455|s|   ZTE Enforcement Review and Oversight Act    This bill requires the Department of Commerce to report on and ensure ZTE Corporation's compliance with the June 7, 2018, settlement agreement regarding sanctions violations.  |Economic|Non-Socio-Cultural
115|4326|hr|"Designates the facility of the United States Postal Service located at 1211 Towanda Avenue in Bloomington, Illinois, as the ""Sgt. Josh Rodgers Post Office."""|Non-Economic|Socio-Cultural
111|907|s|  Budget Enforcement Legislative Tool Act of 2009 - Amends the Congressional Budget and Impoundment Control Act of 1974 to authorize the President to propose, at any time and in any manner provided in this Act, the rescission of any discretionary budget authority in an appropriation Act.   Prohibits funds made available for obligation under this procedure from being proposed for rescission again.   Sets forth requirements for: (1) the President's transmittal to Congress of a special message regarding a proposed rescission; and (2) expedited consideration of such proposal. |Economic|Non-Socio-Cultural
111|6185|hr|"Designates the facility of the United States Postal Service located at 122 North Holderrieth Boulevard in Tomball, Texas, as the ""Tomball Veterans Post Office."""|Non-Economic|Socio-Cultural
115|2104|hr|   Morley Nelson Snake River Birds of Prey National Conservation Area Boundary Modification Act of 2017    This bill modifies the boundary of the Morley Nelson Snake River Birds of Prey National Conservation Area in Idaho to: (1) include specified Bureau of Land Management (BLM) administered land and certain Bureau of Reclamation administered land, and (2) exclude specified lands identified as the Segment 8 Revised Proposed Route and as the Segment 9 Revised Proposed Route.    The Department of the Interior shall issue to Gateway West (a high-voltage transmission line project in Idaho and Wyoming) a right-of-way for such proposed routes, which is to be used for the construction and maintenance of transmission lines and for access roads and activities related to fire prevention and suppression, subject to construction mitigation and conservation requirements.    Interior shall: (1) administer the BLM and Reclamation administered lands as part of the National Landscape Conservation System, and (2) continue to administer the proposed route lands but as lands that are not included in the conservation area.    The bill transfers from Reclamation to the BLM administrative jurisdiction over the Reclamation administered lands.    Interior shall amend the management plan for the conservation area in order to address the long-term management of the BLM and Reclamation administered lands, including for livestock grazing, hunting, fishing, and motorized access.    Specified federal land in the Cotterel Wind Power Project area may not be used for producing electricity from wind.  |Non-Economic|Socio-Cultural
111|626|hr|  Federal Employees Paid Parental Leave Act of 2009 - Allows federal employees to substitute any available paid leave for any leave without pay available for either the: (1) birth of a child; or (2) placement of a child with the employee for either adoption or foster care. Makes available (subject to specified requirements) for any of the 12 weeks of leave an employee is entitled to for such purposes: (1) four administrative weeks of paid parental leave in connection with the birth or placement involved; and (2) any accumulated annual or sick leave.    Authorizes the Director of the Office of Personnel Management (OPM) to promulgate regulations to increase the amount of paid parental leave available to such an employee to a total of eight administrative workweeks, based on the consideration of: (1) the benefits to the federal government, including enhanced recruitment and employee retention; (2) the cost to the government; (3) trends in the private sector and in state and local governments; and (4) the federal government's role as a model employer.   Amends the Congressional Accountability Act of 1995 and the Family and Medical Leave Act of 1993 to allow the same substitution for covered congressional employees, Government Accountability Office (GAO) employees, and Library of Congress employees. |Economic|Socio-Cultural
115|616|s|   Food Security is National Security Act of 2017    This bill amends the Defense Production Act of 1950 to: (1) require the Committee on Foreign Investment in the United States to consider the potential effects of a proposed or pending transaction on the security of the U.S. food and agriculture systems, including any effects on the availability of, access to, or safety and quality of food; and (2) include the Secretary of Agriculture and the Secretary of Health and Human Services as members of the committee. |Non-Economic|Non-Socio-Cultural
111|2566|hr|  Hospital Price Transparency and Disclosure Act of 2009 - Amends the Public Health Service Act to require a hospital or ambulatory surgical center to: (1) report data to the Secretary of Health and Human Services (HHS) regarding the frequency of performing certain services and administering certain drugs and the charge by the hospital or center for such services or drugs; and (2) prominently post such information at each admission site. Requires the Secretary to: (1) publicly post such information in a manner that promotes charge comparisons among hospitals and centers; and (2) select which services or drugs are to be reported based on how frequently each service is performed or each drug is administered.   Allows the Secretary to impose a civil monetary penalty for violations of this Act.  |Non-Economic|Socio-Cultural
115|1518|hr|   Maritime Washington National Heritage Area Act    This bill establishes the Maritime Washington National Heritage Area in the state of Washington.    The Washington Trust for Historic Preservation shall be the local coordinating entity for the area and shall prepare and submit a management plan for it. |Non-Economic|Socio-Cultural
111|3516|s|  Outer Continental Shelf Reform Act of 2010 - Amends the Outer Continental Shelf Lands Act to prescribe a program of structural reform for management of the Outer Continental Shelf, including establishing two bureaus to carry out leasing, permitting, and safety and environmental regulatory functions.   Directs the Secretary of the Interior to establish: (1) an office to carry out the royalty and revenue management functions; and (2) an Outer Continental Shelf Safety and Environmental Advisory Board.   Authorizes the Secretary to: (1) recruit and directly appoint highly qualified critical technical personnel, upon a determination that there is a severe shortage of candidates or a critical hiring need for particular positions; and (2) approve reemployment of civilian retirees to carry out a critical functions under this Act.   Directs the Secretary to: (1) prescribe and amend rules and regulations addressing operational safety and protection of the marine and coastal environment; (2) review bond and surety amounts every five years; (3) review royalty and rental rates; (4) review and report on the federal offshore oil and gas fiscal system; and (5) implement research and development to improve methodologies for characterizing resources of the Outer Continental Shelf and conditions affecting the ability to develop and use resources in a safe, sound, and environmentally responsible manner.   Instructs the Secretary to develop and implement programs for: (1) analysis and dissemination of environmental and other resource data; (2) risk assessment to address technology and development issues associated with Outer Continental Shelf energy and mineral resource activities, including safety, environmental protection, and spill response; (3) review of alleged safety violations; and (4) the collection of a non-refundable inspection fee for deposit into the Ocean Energy Enforcement Fund (established under this Act).   Cites conditions under which bids for a lease may be disqualified.    Revises requirements governing explorations plans and drilling permits. |Economic|Non-Socio-Cultural
115|67|hr|   Social Security Safety Dividend Act of 2017    This bill directs the Department of the Treasury to disburse a $250 cash payment to recipients of Social Security benefits, Supplemental Security Income benefits (under title XVI of the Social Security Act), railroad retirement benefits, or veterans disability compensation or pension benefits if no cost-of-living adjustment is payable for the year.  |Economic|Socio-Cultural
115|1542|s|Provides for the relief of James Doyle, doing business as Rocky Mountain Ventures and Environmental Land Technologies, Ltd.|Economic|Non-Socio-Cultural
111|920|s|  Information Technology Investment Oversight Enhancement and Waste Prevention Act of 2009 - Requires the Director of the Office of Management and Budget (OMB) to establish a website, which shall be updated on a quarterly basis, that includes information such as the cost, schedule, and performance of all major information technology (IT) investments using earned-value management data based on a specified standard.   Requires each Chief Information Officer of a federal agency to: (1) identify major IT investments that are most critical; and (2) designate those projects as core IT investment projects or core projects.    Requires the project manager for an IT investment project to submit a report to the Chief Information Officer (after the end of each fiscal quarter or upon determining that a project has significantly or grossly deviated from its baseline) that includes: (1) a description of the cost, schedule, and performance of such projects; (2) the current cost, schedule, and performance status of all projects previously identified as significantly deviated or grossly deviated from the original baseline; and (3) any corrective actions taken. Requires the Chief Information Officer to: (1) determine if any project has significantly or grossly deviated; (2) report such determination to the agency head; , appropriate congressional committees, the Director, and the Government Accountability Office (GAO); (3) develop and implement a remedial action plan; and (4) establish a program to improve the IT processes overseen by the Officer.   Requires: (1) the Administrator of the Office of Electronic Government and Information and Technology at OMB (the E-Gov Administrator) to establish an IT Tiger Team to assist agencies in avoiding significant and gross deviations in the cost, schedule, and performance of IT investment projects and take specified actions to avoid or reduce such deviations; and (2) the Director of the Office of Personnel Management (OPM) to develop policy and guidance for agencies to develop a program to recognize excellent performance by federal employees in the acquisition of information systems and IT. |Economic|Non-Socio-Cultural
115|3172|hr|   Medicare IVIG Demonstration Extension Act of 2017    This bill amends the Medicare IVIG Access and Strengthening Medicare and Repaying Taxpayers Act of 2012 to extend the Medicare Intravenous Immune Globulin (IVIG) demonstration project through 2020, subject to the availability of funds. (This demonstration project provides for bundled Medicare payments with respect to certain items and services that are necessary to administer IVIG in the home.) A Medicare beneficiary who is enrolled in the project on September 30, 2017, shall be automatically reenrolled, subject to an existing cap on project participants. |Economic|Socio-Cultural
111|2291|s|Amends the Harmonized Tariff Schedule of the United States to extend temporarily the suspension of duty on certain sawing machines.|Economic|Non-Socio-Cultural
111|6116|hr|  Fair Elections Now Act - Amends the Federal Election Campaign Act of 1971 (FECA) with respect to: (1) candidate benefits of fair elections financing of House of Representatives election campaigns; (2) allocations to candidates from the Fair Elections Fund established by this Act; (3) 400% matching payments to candidates for certain small dollar contributions; (4) Fund allocation eligibility requirements; (5) certification of a federal election candidate as a participating candidate; (6) contribution, expenditure, and fundraising requirements; (7) a public debate requirement; (8) remission to the Fair Elections Fund of unspent funds after an election; (9) establishment of the Fair Elections Fund and of a Fair Elections Oversight Board; (10) civil penalties for violation of contribution and expenditure requirements; and (11) transfer of a portion of collected civil money penalties into the Fair Elections Fund.   Prohibits: (1) use of contributions by a participating candidate for any purposes other than an election campaign; and (2) establishment of joint fundraising committees with any political committee other than a candidate's authorized committee. Prescribes a limitation on coordinated expenditures by political party committees with participating candidates.   Amends the Communications Act of 1934 to require the deposit into the Fair Elections Fund of 10% of the proceeds from competitive auctions for recovered analog spectrum.   Amends FECA to empower the Federal Election Commission (FEC) to petition the U.S. Supreme Court for a writ of certiorari to appeal a civil action.   Requires all designations, statements, and reports required to be filed under FECA to be filed: (1) directly with the FEC; and (2) in electronic form accessible by computers. Reduces from 48 hours to 24 hours after their receipt the deadline for the FEC to make designations, statements, reports, or notifications available to the public in the FEC office and on the Internet.     |Non-Economic|Socio-Cultural
111|1598|hr|  AIG Key Executives Bonus Accountability and Capture (TAKE BACK) Act - Amends the Internal Revenue Code to impose a 100% income tax on bonuses (over $1) paid to employees by entities who received financial assistance under the Troubled Asset Relief Program (TARP). |Economic|Non-Socio-Cultural
115|2328|hr|   Low Income Sewer and Water Assistance Program Act of 2017    This bill amends the Federal Water Pollution Control Act (commonly known as the Clean Water Act) to require the Environmental Protection Agency to establish a pilot program that awards grants to at least 10 eligible entities for assisting low-income households maintain access to sanitation (water and sewer) services. In order to be eligible for grants, entities must be municipalities, or public entities that own or operate public water systems, that are affected by consent decrees related to compliance with standards under that Act. |Economic|Socio-Cultural
115|3968|hr|   Small Business Cybersecurity Enhancement Act    This bill amends the Small Business Act to authorize the Small Business Administration to guarantee up to 90% of the amount of a loan made to a small business that has 100 or fewer employees, has been in business for at least one year, and has obtained training from a small business development center. The loan guarantee must be used for the acquisition of cybersecurity technology and services and the cost of the installation or use of such technology and services.   For purposes of this bill  cybersecurity technology and services  excludes information technology whose sole use is financial management, maintenance of inventory of basic supplies, or appointment scheduling. |Economic|Non-Socio-Cultural
111|2066|s|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on p-chloroaniline.|Economic|Non-Socio-Cultural
115|12|s|   Increasing the Department of Veterans Affairs Accountability to Veterans Act of 2017     This bill requires the reduction of the federal annuities of individuals removed from the Department of Veterans Affairs (VA) Senior Executive Service (SES) if they are convicted of a felony that was related to their performance while employed in such position.    The VA may order the reduction of the federal annuities of individuals who were convicted of such a felony and were subject to removal or transfer from the SES, but who left the VA before final action was taken.     Such annuities are reduced by excluding the covered service performed after the activity that subjects such an individual to transfer or removal.     Any individual whose annuity is reduced may appeal to the Office of Personnel Management.     The VA shall conduct an annual performance plan for each political appointee that is similar to the plan conducted for career appointee SES employees.    Evaluation of VA managers shall include actions taken to address employee performance.    The supervisor of a probationary VA employee shall determine during the 30-day period ending on the date on which the probationary period ends whether the employee has demonstrated successful performance and should continue past the probationary period. Such supervisor's performance plan shall include feedback on his or her actions during an employee's probationary period.   Before terminating VA employment an official who has participated personally and substantially during the past year in a VA acquisition that exceeds $10 million shall obtain a written opinion from a VA ethics counselor regarding any restrictions on activities that the official may undertake on behalf of a contractor during the two-year period after the official terminates VA employment.    A contractor may not knowingly provide compensation to such an individual during the two-year period unless the contractor determines that the individual has obtained or requested such written opinion.  |Economic|Non-Socio-Cultural
111|1928|s|  Amends the Harmonized Tariff Schedule of the United States to: (1) amend the article description for certain golf bag bodies; and (2) extend temporarily the suspension of duty on such articles. |Economic|Non-Socio-Cultural
115|7003|hr|  This bill requires the Centers for Medicare   Medicaid Services to administer a Federal Invisible Risk Sharing Program that pays health insurers for claims by eligible individuals in order to lower health insurance premiums in the individual market. |Economic|Socio-Cultural
111|4337|hr|  Regulated Investment Company Modernization Act of 2009 - Amends the Internal Revenue Code, with respect to regulated investment companies (RICs), to: (1) permit RICs an unlimited carryforward of their net capital losses; (2) eliminate restrictions on the investment of RICs in commodities; (3) limit penalties for failure of RICs to satisfy gross income and asset tests; (4) modify rules for allocating RIC capital gain dividend distributions; (5) include certain nondeductible items of RIC income in earnings and profit calculations; (6) allow RICs that invest exclusively in the shares of other RICs to pass through to their shareholders tax-exempt interest and foreign tax credits, without regard to certain investment limitations; (7) modify rules relating to the declaration of RIC dividends, return of capital distributions, and stock redemptions; (8) allow certain RICs with shares that are redeemable upon demand to treat distributions in redemption of stock as an exchange of fund shares or a dividend for tax purposes; (9) allow a deferral of end-of-year losses of RICs; and (10) modify excise tax and penalty rules applicable to RICs. |Economic|Non-Socio-Cultural
115|2967|s|   Journalist Protection Act    This bill amends the federal criminal code to establish new criminal offenses for intentional acts (or attempts to commit acts) that cause bodily injury to a journalist. |Non-Economic|Socio-Cultural
115|6596|hr|   Northwest California Wilderness, Recreation, and Working Forests Act    This bill sets forth provisions concerning the restoration, economic development, and conservation of, and recreational access to, certain public lands in Northern California.    The bill establishes the following programs, areas, and trails:      the South Fork Trinity-Mad River Restoration Area,    the Northwest California Public Lands Remediation Partnership,    the Trinity Lake and Del Norte County visitor centers,    the Horse Mountain Special Management Area,    the Elk Camp Ridge National Recreation Trail, and    the Sanhedrin Conservation Management Area.      The bill designates:       specified federal lands as components of the National Wilderness Preservation System,     the North Fork Wilderness as the North Fork Eel River Wilderness,    specified federal lands as potential wilderness areas, and    specified segments of certain rivers and creeks and a specified segment of a river estuary as components of the National Wild and Scenic Rivers System.      In addition, the bill:      authorizes initiatives to restore degraded redwood forest ecosystems in the Redwood National Forest and state parks;    requires studies concerning certain visitor accommodations and recreational trails in the Six Rivers, Shasta-Trinity, and Mendocino National Forests, as applicable; and    authorizes partnerships for trail and campground maintenance, public education, visitor contacts, and visitor center staffing on federal lands in Mendocino, Humboldt, Trinity, and Del Norte Counties.    |Non-Economic|Socio-Cultural
111|681|hr|  Digital Television Transition Extension Act of 2009 - Amends the Communications Act of 1934 and the Digital Television Transition and Public Safety Act of 2005 to extend for approximately four months the deadlines related to the transition from analog to digital television broadcasting.   Requires the Federal Communications Commission (FCC) to extend for 116 days the terms of the licenses for recovered spectrum.   Requires, on request, the reissue of any household digital-to-analog converter box coupons that expired without being redeemed.   Requires expediting the delivery of household digital-to-analog converter box coupons by sending them via presorted first class mail.   Allows a station to terminate analog broadcasting (and to continue broadcasting exclusively in digital signals) before the date established by law for termination of all full power analog station licenses. Requires the FCC to permit public safety entities to use spectrum thus relinquished if the FCC determines that such use does not cause harmful interference to full-power television stations in the analog or digital service.   Extends until September 30, 2012 (currently, September 30, 2011) the FCC's spectrum auction authority. |Non-Economic|Non-Socio-Cultural
115|6998|hr|   U.S.-Israel Cooperation Expansion Act    This bill states that it is U.S. policy to:       support bilateral training between U.S. and Israeli law enforcement personnel to share best practices relating to anti-terrorism, community policing, and mass casualty management; and    continue to counter threats to U.S. and Israeli security and embassy protection posed by illicit cross-border tunneling and unmanned aerial systems.    |Non-Economic|Socio-Cultural
111|4807|hr|  Iran Sanctions Enhancement Act - Amends the Iran Sanctions Act of 1996 (ISA) to require: (1) the President to initiate an investigation into the possible imposition of sanctions against a person immediately upon U.S. receipt of credible information indicating that such person may have violated ISA; (2) the Government Accountability Office (GAO) to publish a monthly list of potential ISA violators; (3) the President to initiate an investigation of ISA violators based upon GAO information if an investigation has not already been initiated; and (4) the President to complete such investigation within 45 days and notify Congress of any person found in violation of ISA. |Economic|Socio-Cultural
115|695|hr|   Child Protection Improvements Act of 2017    This bill amends the National Child Protection Act of 1993 to direct the Department of Justice to establish a program to provide national criminal history background checks and criminal history reviews for individuals who apply to work or volunteer at organizations that serve children, elderly adults, or individuals with disabilities.  |Non-Economic|Socio-Cultural
115|6394|hr|   Healthy Food Choices Act    This bill amends the Food and Nutrition Act of 2008 to apply nutritional standards for the Department of Agriculture (USDA) Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) to foods purchased for the USDA Supplemental Nutrition Assistance Program (SNAP, formerly known as the food stamp program).   Under current law, foods purchased for WIC must: (1) contain nutrients determined by nutritional research to be lacking in the diets of pregnant, breastfeeding, and postpartum women, infants, or children; or (2) promote the health of the population served by the program. |Non-Economic|Socio-Cultural
115|3612|s|   Fair Housing Improvement Act of 2018    This bill prohibits discrimination in housing on the basis of source of income or veteran status. |Non-Economic|Socio-Cultural
115|2362|s|   Control Your Personal Credit Information Act of 2018     This bill amends the Fair Credit Reporting Act to require a consumer's affirmative written consent before a consumer reporting agency may share that consumer's report with third parties for specified purposes. A consumer must provide proper identification when giving this consent. (Currently, this sharing is generally allowed unless a consumer opts out.)    If the consumer provides consent, a consumer reporting agency may share information with a third party for:      an extension of credit, or    the underwriting of insurance.      A consumer reporting agency may provide a consumer report in connection with transactions not initiated by the consumer only if:      the consumer provides affirmative consent, and    the transaction consists of a firm offer of credit or insurance.      The Government Accountability Office must report on how best to protect information collected in consumer files.    Consumer reporting agencies may not charge consumers fees in connection with furnishing consumer reports.    The bill requires consumer reporting agencies to use reasonable efforts to prevent data breaches of consumer reports.  |Non-Economic|Non-Socio-Cultural
111|2436|s|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on polytetramethylene ether glycol (tetrahydro-3-methylfuran, polymer with tetrahydrofuran).|Economic|Non-Socio-Cultural
115|3716|hr|   Biliteracy Education Seal and Teaching Act or the BEST Act    This bill directs the Department of Education to award renewable two-year grants to states to establish or improve Seal of Biliteracy programs to recognize student proficiency in speaking, reading, and writing in both English and a second language.    States must provide to participating students who demonstrate such proficiency: (1) documentation of that proficiency on their official academic transcripts, and (2) a permanent seal or other marker on their secondary school diplomas.   Students who gain proficiency in a second language outside of school may participate in such programs.   States may not charge students a program application fee.  |Economic|Socio-Cultural
115|4520|hr|  This bill requires the Department of Health and Human Services to continue to instruct Medicare contractors not to enforce requirements for direct physician supervision of outpatient therapeutic services in critical access and small rural hospitals through 2017. |Non-Economic|Socio-Cultural
111|3377|s|  Revises the Department of Veterans Affairs (VA) multifamily transitional housing loan program (program) to require the Secretary of Veterans Affairs to issue at least five loans for the construction, rehabilitation, or acquisition of land for multifamily transitional housing projects. Authorizes the Secretary to delegate loan approval authority to a state or local government entity.   Terminates, as of the date of enactment of this Act, the Secretary's authority under the program to guarantee loans for such purposes.   Establishes the Department of Veterans Affairs Multifamily Transitional Housing Loan Program Revolving Fund to fund such loans.   Prohibits any federal or state law from prohibiting a program project offering preferential treatment to veterans. |Economic|Socio-Cultural
115|3523|s|   Full Military Honors Act of 2018    This bill provides full military honors for the funeral of an eligible veteran who:      is first interred or inurned in Arlington National Cemetery on or after enactment of this bill,    was awarded the medal of honor or the prisoner-of-war medal, and    is not entitled to full military honors because of such veteran's grade.   |Non-Economic|Socio-Cultural
115|3724|s|   Modernizing the Trusted Workforce for the 21st Century Act of 2018    This bill directs the Security, Suitability, and Credentialing Performance Accountability Council to prepare various reports and strategies related to improving the framework for vetting individuals for security clearances. The council shall also revise the security clearance process to improve promptness, specifically so that 90% of determinations on clearances at the secret level are issued within 30 days and clearances at the top secret are issued within 90 days.    |Economic|Non-Socio-Cultural
115|5531|hr|   Opioid Emergency Response Act    This bill establishes a series of programs and requirements relating to opioid use, including programs to incentivize the use of opioid alternatives; the bill also creates a new, sixth schedule of controlled substances that includes specified synthetic fentanyl-related substances. |Non-Economic|Socio-Cultural
115|6938|hr|   Rightsizing the Federal Workforce Through Attrition Act    This bill directs the Office of Management and Budget to reduce the total number of federal employees. |Economic|Non-Socio-Cultural
115|192|hr|   Direct Broadcast Satellite Expansion Act of 2017    This bill amends federal copyright law and the Communications Act of 1934 to extend statutory licenses for secondary transmissions, and require satellite carriers to carry the analog and digital signals of licensed local television broadcast stations, in U.S. territories and possessions under the same requirements that apply in states.  |Non-Economic|Non-Socio-Cultural
115|1460|s|   Energy and Natural Resources Act of 2017    This bill amends the Energy Conservation and Production Act, the Energy Policy and Conservation Act, and the Energy Independence and Security Act of 2007 with respect to energy efficiency for sectors such as buildings, transportation, schools, and manufacturing.   Energy infrastructure concerns are addressed, including cybersecurity threats, pipeline permitting, and requirements for enhanced electric grid storage and security as well as bulk-power system reliability.   The bill amends the Energy Policy Act of 2005 and specified other Acts regarding: (1)	hydroelectric power, (2)	geothermal energy, (3)	marine hydrokinetic renewable energy, (4)	thermal energy, (5)	oil and gas, (6)	helium,	(7)	specified critical minerals, (8)	fossil energy, (9)	nuclear energy, (10)	21st century energy workforce development, and (11)	recycled carbon fiber and non-recycled mixed plastics.   The bill revises the Department of Energy's loan program for innovative technologies. Additionally, the bill addresses energy and water sustainability; energy innovation, management, markets, and affordability; and repeals the mandates for various specified studies, reports, plans, and programs.   The bill establishes and revises requirements for specified conservation programs and sets forth polices regarding land conveyances, national park system management, and hunting, fishing, and recreational shooting on federal land.   The bill also addresses matters regarding water infrastructure projects, natural hazards systems and programs, and Indian tribal energy development. |Economic|Socio-Cultural
111|2606|s|Amends the Harmonized Tariff Schedule of the United States to suspend temporarily the duty on Formaldehyde, polymer with methylphenol, 2-hydroxy-3-[(1-oxo-2-propenyl)oxy]propyl ether and formaldehyde, polymer with (chloromethyl)oxirane and methylphenol, 4-cyclohexene-1,2-dicarboxylate 2-propenoate.|Economic|Non-Socio-Cultural
115|2007|s|   Upward Mobility Enhancement Act     This bill amends the Internal Revenue Code, with respect to the exclusion for educational assistance programs, to increase the maximum amount of employer-provided educational assistance that may be excluded from the gross income of an employee.    The bill: (1) specifies that the exclusion applies only to the first $11,500 of educational assistance furnished to an individual during a calendar year, and (2) requires the $11,500 amount to be adjusted for inflation after 2017.    (Under current law, the exclusion applies only to the first $5,250 of educational assistance furnished to an individual during a calendar year and is not adjusted for inflation.) |Economic|Non-Socio-Cultural
115|1623|s|   Real Transparency in Airfares Act of 2017    This bill sets at $55,000, or $2,500 for an individual or small business, the maximum civil penalty assessed on a person for an unfair or deceptive practice relating to unfair methods of competition in air transportation, the sale of air transportation, or specified regulations relating to price advertising and opt-out requirements.  |Economic|Non-Socio-Cultural
111|3385|hr|  Amends the Nuclear Waste Policy Act of 1982 to authorize the Secretary of Energy to use amounts in the Nuclear Waste Fund to make competitive grants to or enter into long-term contracts with private sector entities for the recycling of spent nuclear fuel.   Directs the Nuclear Regulatory Commission to complete a rulemaking establishing a process for licensing by the Nuclear Regulatory Commission (NRC), under the Atomic Energy Act of 1954, of facilities for the recycling of spent nuclear fuel.    Amends the Nuclear Waste Policy Act of 1982 to provide that the receipt and disbursements of the Nuclear Waste Fund shall not be counted as new budget authority, outlays, receipts, or deficits or surplus for purposes of the executive budget, the congressional budget, or the Balanced Budget and Emergency Deficit Control Act of 1985 (Gramm-Rudman-Hollings Act) (thereby moving the Fund off-budget). |Economic|Socio-Cultural
